pca_1,pca_2
-24653.09,948.6531
-29077.889,9168.985
-30733.936,9631.9
-9963.143,-8746.836
-14265.487,-7782.911
-19098.38,-4459.3013
-5138.3994,-11025.094
-6281.1714,-11616.083
15142.396,-593.14844
13955.738,18189.629
-10586.262,-10519.719
-28818.693,1363.6768
-30996.992,8959.166
-30946.973,10447.785
-28349.146,11544.015
2087.0874,-14389.607
-5586.4155,-12508.363
-2182.2073,-13075.03
-19835.195,-3266.1924
-25477.115,1831.8295
-22545.752,-953.88135
25500.447,22094.223
22430.58,25221.518
23470.727,23647.664
24469.328,23397.23
22572.426,25545.25
30329.225,16280.019
20477.629,25485.785
24934.666,21752.627
23584.36,24136.242
24679.645,20335.611
25971.53,17299.38
28537.88,9920.6045
28581.564,8851.438
26639.969,17826.598
26341.332,17198.027
19631.277,-16335.983
14852.242,-16814.479
8815.758,-15194.552
15521.428,-15707.487
14655.11,-17127.283
5441.471,-15102.811
17960.28,-16587.078
29928.107,3196.1099
27537.254,9847.85
32011.014,-607.6521
27019.98,9771.766
30951.988,3499.398
28182.086,10883.041
28118.398,7171.4604
29882.504,5079.15
30363.982,8496.519
28120.479,6856.833
25752.586,16337.793
30679.871,14676.489
26370.836,21424.375
23466.604,22047.016
29431.701,6477.467
21007.697,28128.695
24088.984,23763.635
28684.605,5385.3066
-1737.0155,-14017.85
-891.0443,-4461.1616
-4035.676,-10862.082
19079.188,29881.094
25451.125,24953.475
28234.688,8640.528
28091.39,4742.494
26376.598,15022.861
27243.326,12739.0
27938.441,8874.3545
3623.8052,-10231.883
-2007.116,-8352.363
26430.385,-14873.019
23009.78,-16776.861
-30481.352,6648.7705
-28256.684,1764.0461
-27593.799,3442.1555
-26333.367,-865.5582
-24272.766,-30.900513
-19379.322,-5442.811
-25330.736,3670.2263
7171.7173,-14942.901
10123.158,-15173.166
7791.843,-10721.537
12000.947,-11709.62
-6441.0874,11330.009
-8201.916,7257.7344
-8519.003,10371.459
-2522.1523,9812.285
-987.33716,4046.6624
-12659.856,12187.39
-25127.156,1794.5621
-22893.324,492.66467
-20091.377,-2385.7195
-26202.314,3185.9312
-30380.25,10025.04
-23838.357,9272.854
-1240.4403,-4235.45
6339.534,-11550.432
-3615.5347,-7807.172
-12028.318,-7754.8896
12157.201,-15794.464
-1893.1443,-13497.655
7560.0513,-15887.011
-14088.135,-6690.6626
-24451.086,976.4227
-21150.414,-2647.1748
-19276.979,-5546.055
-8487.811,-11542.888
-8568.556,-12153.564
-24295.896,10235.131
-28213.121,15961.388
-30326.635,11793.8125
